animal_id,timestamp,temperature,Fxa,Mya,Rza,Sxg,Lyg,Dzg
A001,2025-10-29 05:13:00,38.38,0.035,-0.001,0.88,0.473,0.45,0.575
A001,2025-10-29 05:14:00,38.45,0.049,0.007,0.839,0.877,0.349,0.518
A001,2025-10-29 05:15:00,38.54,0.071,0.029,0.94,0.925,0.467,0.618
A001,2025-10-29 05:16:00,38.49,0.088,0.023,0.839,0.829,0.66,0.492
A001,2025-10-29 05:17:00,38.48,0.063,0.032,0.867,0.745,0.552,0.344
A001,2025-10-29 05:18:00,38.5,0.021,-0.046,0.903,0.844,0.205,0.763
A001,2025-10-29 05:19:00,38.49,0.06,0.007,0.937,0.826,0.501,0.53
A001,2025-10-29 05:20:00,38.48,0.08,0.001,0.886,0.748,0.243,0.427
A001,2025-10-29 05:21:00,38.51,0.038,0.03,0.886,0.639,0.413,0.554
A001,2025-10-29 05:22:00,38.5,0.053,0.014,0.909,0.681,0.348,0.467
A001,2025-10-29 05:23:00,38.54,0.093,-0.006,0.885,0.857,0.543,0.791
A001,2025-10-29 05:24:00,38.5,0.047,0.021,0.917,0.368,0.41,0.491
A001,2025-10-29 05:25:00,38.49,0.023,-0.004,0.871,0.892,0.349,0.462
A001,2025-10-29 05:26:00,38.48,0.057,0.024,0.862,0.526,0.287,0.676
A001,2025-10-29 05:27:00,38.53,0.031,0.018,0.94,0.776,0.502,0.654
A001,2025-10-29 05:28:00,38.5,0.055,-0.013,0.912,1.034,0.679,0.277
A001,2025-10-29 05:29:00,38.53,0.046,0.009,0.923,0.414,0.55,0.525
A001,2025-10-29 05:30:00,38.47,0.058,0.001,0.909,0.914,0.493,0.515
A001,2025-10-29 05:31:00,38.54,0.068,-0.029,0.84,1.032,0.227,0.55
A001,2025-10-29 05:32:00,38.56,0.057,0.017,0.918,0.927,0.434,0.894
A001,2025-10-29 05:33:00,38.51,0.009,0.025,0.878,0.473,0.271,0.24
A001,2025-10-29 05:34:00,38.58,0.071,-0.025,0.942,0.586,0.616,0.426
A001,2025-10-29 05:35:00,38.56,0.081,0.024,0.916,1.036,0.165,0.666
A001,2025-10-29 05:36:00,38.36,0.087,0.027,0.869,0.81,0.389,0.574
A001,2025-10-29 05:37:00,38.55,0.094,0.013,0.918,1.102,0.304,0.442
A001,2025-10-29 05:38:00,38.53,0.059,0.017,0.882,0.523,0.455,0.788
A001,2025-10-29 05:39:00,38.64,0.043,0.02,0.893,0.95,0.367,0.218
A001,2025-10-29 05:40:00,38.56,0.036,0.028,0.948,0.575,0.525,0.597
A001,2025-10-29 05:41:00,38.53,0.024,0.01,0.94,0.627,0.097,0.694
A001,2025-10-29 05:42:00,38.5,0.014,-0.034,0.907,0.937,0.364,0.489
A001,2025-10-29 05:43:00,38.5,0.016,0.0,0.944,0.59,0.407,0.5
A001,2025-10-29 05:44:00,38.46,0.127,-0.03,0.887,0.845,0.16,0.639
A001,2025-10-29 05:45:00,38.43,0.041,-0.013,0.916,0.834,0.254,0.319
A001,2025-10-29 05:46:00,38.48,0.039,-0.003,0.839,0.763,0.34,0.632
A001,2025-10-29 05:47:00,38.52,0.014,0.007,0.9,0.934,0.231,0.547
A001,2025-10-29 05:48:00,38.53,0.064,0.042,0.909,0.787,0.326,0.349
A001,2025-10-29 05:49:00,38.58,0.036,0.008,0.892,0.901,0.399,0.753
A001,2025-10-29 05:50:00,38.51,0.02,0.002,0.913,0.763,0.71,0.335
A001,2025-10-29 05:51:00,38.45,0.064,-0.009,0.892,0.863,0.205,0.541
A001,2025-10-29 05:52:00,38.46,0.033,0.027,0.934,0.803,0.185,0.491
A001,2025-10-29 05:53:00,38.52,0.06,0.046,0.859,0.861,0.319,0.618
A001,2025-10-29 05:54:00,38.47,0.049,0.009,0.879,0.585,0.295,0.423
A001,2025-10-29 05:55:00,38.41,-0.003,0.025,0.883,0.652,0.505,0.599
A001,2025-10-29 05:56:00,38.37,0.114,0.03,0.854,0.517,0.368,0.617
A001,2025-10-29 05:57:00,38.54,0.063,-0.006,0.895,0.977,0.409,0.458
A001,2025-10-29 05:58:00,38.41,0.07,0.003,0.82,0.964,0.488,0.675
A001,2025-10-29 05:59:00,38.43,0.003,0.033,0.822,1.101,0.515,0.577
A001,2025-10-29 06:00:00,38.66,0.427,0.482,0.999,1.556,0.963,1.46
A001,2025-10-29 06:01:00,38.58,0.367,0.251,1.002,1.365,1.033,0.811
A001,2025-10-29 06:02:00,38.84,0.922,-0.154,0.877,1.538,1.153,0.221
A001,2025-10-29 06:03:00,38.67,0.214,0.261,0.854,1.177,1.107,0.618
A001,2025-10-29 06:04:00,38.75,0.535,0.357,1.051,2.189,1.33,1.332
A001,2025-10-29 06:05:00,38.79,0.781,0.422,0.868,1.479,0.502,0.414
A001,2025-10-29 06:06:00,38.66,0.714,0.445,0.839,2.038,1.694,0.759
A001,2025-10-29 06:07:00,38.81,0.886,0.171,0.984,1.974,0.506,1.07
A001,2025-10-29 06:08:00,38.68,0.798,0.178,0.934,1.82,1.269,0.516
A001,2025-10-29 06:09:00,38.81,0.576,0.337,0.91,2.023,1.173,0.361
A001,2025-10-29 06:10:00,38.67,0.529,-0.028,0.967,1.624,1.606,0.824
A001,2025-10-29 06:11:00,38.65,0.944,0.324,0.977,1.319,0.713,0.879
A001,2025-10-29 06:12:00,38.76,0.874,0.164,0.91,1.526,1.26,1.045
A001,2025-10-29 06:13:00,38.76,0.67,0.17,0.913,1.338,1.459,1.483
A001,2025-10-29 06:14:00,38.63,0.665,0.186,1.104,2.461,1.183,1.281
A001,2025-10-29 06:15:00,38.76,0.951,0.332,0.86,1.654,0.428,1.043
A001,2025-10-29 06:16:00,38.63,0.016,0.289,0.947,1.911,1.881,1.227
A001,2025-10-29 06:17:00,38.71,0.591,0.081,0.971,1.51,1.279,1.104
A001,2025-10-29 06:18:00,38.7,0.737,0.486,0.942,0.973,1.67,1.171
A001,2025-10-29 06:19:00,38.72,0.372,0.279,0.962,1.717,1.581,1.391
A001,2025-10-29 06:20:00,38.71,0.366,0.243,0.943,2.02,1.134,1.128
A001,2025-10-29 06:21:00,38.79,0.663,0.115,1.055,1.513,1.856,1.063
A001,2025-10-29 06:22:00,38.83,0.739,0.277,0.704,1.306,2.052,1.234
A001,2025-10-29 06:23:00,38.66,0.735,0.249,0.847,1.564,1.116,1.489
A001,2025-10-29 06:24:00,38.73,0.774,0.016,0.932,0.81,1.38,0.678
A001,2025-10-29 06:25:00,38.76,-0.021,0.421,0.932,2.217,0.925,1.179
A001,2025-10-29 06:26:00,38.56,0.546,0.223,1.105,1.633,1.472,0.992
A001,2025-10-29 06:27:00,38.73,0.416,0.063,1.011,0.819,1.037,0.762
A001,2025-10-29 06:28:00,38.62,0.829,0.551,1.056,1.148,1.27,1.141
A001,2025-10-29 06:29:00,38.62,0.888,0.295,0.963,1.066,0.949,0.879
A001,2025-10-29 06:30:00,38.7,0.204,0.487,1.054,2.116,1.346,1.052
A001,2025-10-29 06:31:00,38.73,0.788,0.087,1.15,2.013,0.937,0.954
A001,2025-10-29 06:32:00,38.67,0.842,0.105,0.947,1.303,1.581,1.058
A001,2025-10-29 06:33:00,38.65,0.65,0.252,0.894,1.841,1.499,0.844
A001,2025-10-29 06:34:00,38.57,0.339,0.194,1.02,1.57,1.029,0.855
A001,2025-10-29 06:35:00,38.6,0.758,0.235,0.949,1.402,1.527,1.183
A001,2025-10-29 06:36:00,38.77,0.469,0.324,0.993,1.455,1.468,1.135
A001,2025-10-29 06:37:00,38.6,0.96,0.421,0.867,1.702,1.169,1.427
A001,2025-10-29 06:38:00,38.69,0.468,0.213,1.081,0.952,0.992,0.777
A001,2025-10-29 06:39:00,38.83,0.951,0.06,0.969,1.567,0.379,1.427
A001,2025-10-29 06:40:00,38.65,0.876,0.378,0.913,1.877,1.168,1.191
A001,2025-10-29 06:41:00,38.76,0.695,0.159,0.917,1.805,0.946,1.336
A001,2025-10-29 06:42:00,38.68,0.899,0.307,0.974,1.374,0.922,1.34
A001,2025-10-29 06:43:00,38.66,0.537,0.203,0.831,2.087,1.464,0.845
A001,2025-10-29 06:44:00,38.8,0.944,0.367,0.977,1.659,1.074,1.301
A001,2025-10-29 06:45:00,38.61,0.833,0.441,0.939,2.147,1.469,0.735
A001,2025-10-29 06:46:00,38.63,0.459,0.232,0.874,1.733,0.847,1.458
A001,2025-10-29 06:47:00,38.73,0.908,0.112,0.946,2.299,1.476,0.895
A001,2025-10-29 06:48:00,38.75,0.274,0.134,0.938,1.372,0.597,0.893
A001,2025-10-29 06:49:00,38.81,0.684,0.367,0.863,1.18,1.323,1.152
A001,2025-10-29 06:50:00,38.6,0.7,0.314,0.902,1.243,1.395,1.155
A001,2025-10-29 06:51:00,38.81,0.797,0.164,0.854,1.699,1.198,1.275
A001,2025-10-29 06:52:00,38.64,0.662,0.169,0.953,1.465,1.435,0.973
A001,2025-10-29 06:53:00,38.64,0.729,0.25,0.952,1.353,2.197,1.177
A001,2025-10-29 06:54:00,38.71,0.755,0.244,0.864,1.14,1.216,1.133
A001,2025-10-29 06:55:00,38.59,0.298,0.197,0.769,2.381,1.171,1.217
A001,2025-10-29 06:56:00,38.65,0.592,0.093,0.849,1.673,0.786,0.656
A001,2025-10-29 06:57:00,38.83,0.729,0.428,1.033,1.159,1.187,0.867
A001,2025-10-29 06:58:00,38.59,0.639,0.148,1.101,1.943,1.138,0.732
A001,2025-10-29 06:59:00,38.54,0.722,0.412,1.004,2.005,1.125,1.015
A001,2025-10-29 07:00:00,38.67,0.773,0.288,0.899,2.297,1.347,1.032
A001,2025-10-29 07:01:00,38.56,0.823,0.509,1.016,1.999,1.229,1.166
A001,2025-10-29 07:02:00,38.66,0.336,0.271,1.072,1.576,1.051,1.009
A001,2025-10-29 07:03:00,38.67,0.605,0.288,0.963,0.87,1.208,1.375
A001,2025-10-29 07:04:00,38.6,0.496,0.235,1.01,1.718,1.017,0.612
A001,2025-10-29 07:05:00,38.68,0.405,-0.007,1.005,1.686,0.174,0.523
A001,2025-10-29 07:06:00,38.59,0.345,0.317,1.02,1.78,1.645,1.033
A001,2025-10-29 07:07:00,38.82,0.476,0.22,0.946,0.789,1.204,0.544
A001,2025-10-29 07:08:00,38.74,0.627,0.421,0.958,1.61,1.508,0.696
A001,2025-10-29 07:09:00,38.63,0.351,0.2,0.813,1.292,0.937,1.002
A001,2025-10-29 07:10:00,38.69,0.587,0.373,1.124,1.387,1.098,1.33
A001,2025-10-29 07:11:00,38.77,0.625,0.262,0.861,1.287,1.339,0.936
A001,2025-10-29 07:12:00,38.84,0.514,0.465,0.931,1.164,1.625,1.172
A001,2025-10-29 07:13:00,38.6,0.419,0.036,0.984,1.472,1.383,0.655
A001,2025-10-29 07:14:00,38.61,0.31,0.134,0.898,1.814,1.109,0.691
A001,2025-10-29 07:15:00,38.55,0.284,0.203,0.947,1.969,1.476,1.146
A001,2025-10-29 07:16:00,38.83,0.473,0.243,1.112,1.546,0.844,1.058
A001,2025-10-29 07:17:00,38.71,0.839,0.259,0.883,2.263,1.577,1.378
A001,2025-10-29 07:18:00,38.59,0.735,0.151,0.933,1.294,1.172,1.335
A001,2025-10-29 07:19:00,38.69,0.495,0.33,1.01,1.528,1.063,1.356
A001,2025-10-29 07:20:00,38.56,1.085,0.293,1.025,2.164,1.547,1.012
A001,2025-10-29 07:21:00,38.65,0.8,0.214,0.918,2.457,1.667,0.696
A001,2025-10-29 07:22:00,38.64,0.649,0.249,0.949,1.317,1.058,1.223
A001,2025-10-29 07:23:00,38.7,0.064,0.19,0.992,2.139,1.21,1.461
A001,2025-10-29 07:24:00,38.6,0.344,0.078,1.007,1.159,1.289,0.748
A001,2025-10-29 07:25:00,38.81,0.533,0.076,0.924,1.085,0.874,1.366
A001,2025-10-29 07:26:00,38.78,-0.043,0.28,0.757,0.601,1.263,1.199
A001,2025-10-29 07:27:00,38.7,0.593,0.208,0.945,1.657,0.757,1.423
A001,2025-10-29 07:28:00,38.62,0.394,0.253,0.884,2.536,1.547,1.379
A001,2025-10-29 07:29:00,38.84,0.542,0.088,0.921,2.051,1.864,0.729
A001,2025-10-29 07:30:00,38.7,0.354,0.092,0.946,1.511,1.279,0.697
A001,2025-10-29 07:31:00,38.72,0.544,0.138,1.02,1.944,1.642,0.884
A001,2025-10-29 07:32:00,38.8,1.063,0.295,0.878,2.018,0.905,1.062
A001,2025-10-29 07:33:00,38.89,0.387,0.3,0.951,2.076,1.745,0.183
A001,2025-10-29 07:34:00,38.68,0.88,0.229,0.891,1.795,1.568,0.953
A001,2025-10-29 07:35:00,38.8,0.346,0.277,0.95,1.313,1.211,1.224
A001,2025-10-29 07:36:00,38.61,0.163,0.132,0.957,1.422,2.009,0.846
A001,2025-10-29 07:37:00,38.83,0.328,0.306,0.869,0.576,1.276,1.3
A001,2025-10-29 07:38:00,38.7,0.288,0.37,0.969,1.361,1.026,0.434
A001,2025-10-29 07:39:00,38.63,0.895,0.166,0.91,1.558,1.74,0.592
A001,2025-10-29 07:40:00,38.73,0.415,0.242,0.876,1.881,1.109,0.924
A001,2025-10-29 07:41:00,38.76,0.149,0.314,0.964,1.434,1.392,1.137
A001,2025-10-29 07:42:00,38.54,0.732,0.356,1.015,1.249,0.942,0.983
A001,2025-10-29 07:43:00,38.59,0.268,0.197,1.019,0.892,1.201,1.016
A001,2025-10-29 07:44:00,38.76,0.396,0.368,1.1,1.613,0.591,1.174
A001,2025-10-29 07:45:00,38.63,0.061,0.119,0.962,1.769,1.161,1.214
A001,2025-10-29 07:46:00,38.78,0.356,0.205,0.948,1.947,0.997,1.383
A001,2025-10-29 07:47:00,38.69,1.036,0.249,0.954,1.399,1.028,0.369
A001,2025-10-29 07:48:00,38.77,0.557,0.415,0.916,1.703,0.381,0.868
A001,2025-10-29 07:49:00,38.74,0.589,0.148,1.05,1.973,0.743,1.191
A001,2025-10-29 07:50:00,38.6,1.035,0.199,1.025,1.794,1.593,0.705
A001,2025-10-29 07:51:00,38.78,0.831,0.117,0.811,1.729,1.358,0.798
A001,2025-10-29 07:52:00,38.85,0.595,0.164,0.963,1.534,1.71,0.928
A001,2025-10-29 07:53:00,38.8,0.211,0.352,0.991,1.603,1.326,0.773
A001,2025-10-29 07:54:00,38.82,1.132,0.317,0.853,1.355,1.044,0.882
A001,2025-10-29 07:55:00,38.77,0.52,0.498,0.872,1.563,0.816,0.849
A001,2025-10-29 07:56:00,38.68,0.934,-0.126,0.825,1.088,1.054,1.411
A001,2025-10-29 07:57:00,38.67,0.542,0.148,0.998,1.561,1.097,0.588
A001,2025-10-29 07:58:00,38.62,0.858,0.268,1.028,0.794,1.041,0.783
A001,2025-10-29 07:59:00,38.6,0.428,0.304,0.919,1.372,1.554,0.891
A001,2025-10-29 08:00:00,38.77,0.847,0.341,1.004,2.023,1.612,1.134
A001,2025-10-29 08:01:00,38.6,0.525,0.298,0.935,1.909,1.044,0.953
A001,2025-10-29 08:02:00,38.54,0.393,0.487,0.91,0.708,1.086,1.448
A001,2025-10-29 08:03:00,38.58,0.405,0.274,1.044,2.329,0.72,0.988
A001,2025-10-29 08:04:00,38.64,1.196,0.387,1.0,2.141,0.966,1.022
A001,2025-10-29 08:05:00,38.79,0.702,0.388,1.043,2.193,1.187,1.353
A001,2025-10-29 08:06:00,38.77,0.642,0.426,1.14,1.705,0.707,0.86
A001,2025-10-29 08:07:00,38.8,0.476,0.282,1.127,1.553,1.146,1.461
A001,2025-10-29 08:08:00,38.73,0.496,0.035,1.168,1.903,0.947,0.893
A001,2025-10-29 08:09:00,38.78,0.563,0.351,0.787,1.047,0.962,1.125
A001,2025-10-29 08:10:00,38.64,0.461,0.26,0.958,1.096,0.597,1.055
A001,2025-10-29 08:11:00,38.57,0.569,0.149,1.095,1.234,1.321,0.991
A001,2025-10-29 08:12:00,38.62,0.725,0.274,0.716,1.291,0.642,1.204
A001,2025-10-29 08:13:00,38.77,0.554,0.202,0.927,1.653,1.682,0.977
A001,2025-10-29 08:14:00,38.73,0.929,0.166,0.851,1.612,1.197,0.599
A001,2025-10-29 08:15:00,38.71,0.607,0.143,0.895,1.751,1.186,1.174
A001,2025-10-29 08:16:00,38.65,0.019,0.214,0.953,2.099,1.432,1.319
A001,2025-10-29 08:17:00,38.67,0.593,0.277,0.906,1.29,1.304,0.995
A001,2025-10-29 08:18:00,38.65,0.443,0.366,0.926,2.038,1.189,0.934
A001,2025-10-29 08:19:00,38.59,0.671,0.302,1.038,1.793,1.567,0.655
A001,2025-10-29 08:20:00,38.79,0.39,0.34,0.827,1.687,1.68,1.31
A001,2025-10-29 08:21:00,38.75,0.092,0.136,1.077,1.514,0.942,1.31
A001,2025-10-29 08:22:00,38.74,0.867,0.388,0.981,1.805,1.471,0.958
A001,2025-10-29 08:23:00,38.82,0.689,0.068,0.99,1.752,1.191,1.108
A001,2025-10-29 08:24:00,38.67,0.41,0.253,1.025,2.57,1.573,1.342
A001,2025-10-29 08:25:00,38.9,0.631,0.023,0.992,1.815,1.493,1.087
A001,2025-10-29 08:26:00,38.67,0.869,0.423,0.818,1.742,1.005,0.765
A001,2025-10-29 08:27:00,38.61,0.468,0.191,0.748,1.442,0.576,1.077
A001,2025-10-29 08:28:00,38.5,0.643,0.29,0.895,1.41,1.488,0.908
A001,2025-10-29 08:29:00,38.63,0.393,0.347,0.927,1.376,1.565,0.861
A001,2025-10-29 08:30:00,38.88,0.826,0.255,0.835,1.31,1.226,1.178
A001,2025-10-29 08:31:00,38.74,0.741,0.376,0.989,1.153,1.603,1.463
A001,2025-10-29 08:32:00,38.74,0.688,0.13,0.78,1.052,0.96,0.693
A001,2025-10-29 08:33:00,38.62,0.698,0.099,0.885,2.0,1.469,0.841
A001,2025-10-29 08:34:00,38.79,0.426,0.29,0.925,1.219,1.262,1.283
A001,2025-10-29 08:35:00,38.67,1.096,0.222,0.926,1.577,1.287,0.679
A001,2025-10-29 08:36:00,38.6,1.142,0.106,0.887,1.168,0.924,0.852
A001,2025-10-29 08:37:00,38.66,0.872,0.258,0.858,2.054,0.981,1.298
A001,2025-10-29 08:38:00,38.6,0.357,0.153,0.875,0.904,0.892,0.984
A001,2025-10-29 08:39:00,38.67,0.567,0.351,0.922,1.428,1.009,0.846
A001,2025-10-29 08:40:00,38.74,0.634,0.246,1.129,1.055,1.162,0.988
A001,2025-10-29 08:41:00,38.74,0.869,0.243,0.904,1.494,1.243,1.261
A001,2025-10-29 08:42:00,38.8,0.317,0.318,0.969,2.076,1.432,0.465
A001,2025-10-29 08:43:00,38.68,0.205,0.236,0.995,1.613,1.708,0.933
A001,2025-10-29 08:44:00,38.81,0.536,0.115,1.005,1.651,0.774,1.038
A001,2025-10-29 08:45:00,38.64,0.252,0.231,1.027,1.852,1.403,1.079
A001,2025-10-29 08:46:00,38.57,0.998,0.439,1.036,1.769,1.327,1.363
A001,2025-10-29 08:47:00,38.66,0.314,0.208,1.075,1.937,1.479,1.692
A001,2025-10-29 08:48:00,38.7,0.706,0.214,0.926,1.567,1.212,1.538
A001,2025-10-29 08:49:00,38.47,0.919,0.345,0.945,1.575,0.504,0.38
A001,2025-10-29 08:50:00,38.73,0.534,0.175,0.953,1.762,1.286,1.111
A001,2025-10-29 08:51:00,38.62,0.653,0.358,0.819,1.56,0.939,1.117
A001,2025-10-29 08:52:00,38.68,0.588,0.145,1.014,1.252,0.974,1.34
A001,2025-10-29 08:53:00,38.76,0.378,0.385,0.909,1.976,1.013,0.956
A001,2025-10-29 08:54:00,38.67,0.323,0.278,1.008,1.9,2.12,1.077
A001,2025-10-29 08:55:00,38.63,0.302,0.218,0.89,1.19,1.222,1.474
A001,2025-10-29 08:56:00,38.64,0.32,0.131,0.921,2.528,1.575,0.366
A001,2025-10-29 08:57:00,38.71,0.307,0.033,0.964,2.422,1.524,0.406
A001,2025-10-29 08:58:00,38.48,0.638,0.23,1.051,1.706,0.95,1.31
A001,2025-10-29 08:59:00,38.67,0.541,0.292,0.917,0.99,1.257,0.708
A001,2025-10-29 09:00:00,38.56,0.852,0.222,1.096,1.449,1.429,1.07
A001,2025-10-29 09:01:00,38.7,0.939,0.276,0.885,1.358,1.508,1.354
A001,2025-10-29 09:02:00,38.79,0.572,0.236,0.903,2.077,1.688,0.533
A001,2025-10-29 09:03:00,38.56,0.386,0.503,0.989,0.984,1.282,1.005
A001,2025-10-29 09:04:00,38.66,0.383,0.06,1.022,1.055,0.891,1.285
A001,2025-10-29 09:05:00,38.63,0.401,0.088,0.958,1.515,1.543,0.936
A001,2025-10-29 09:06:00,38.71,0.55,0.134,0.849,1.358,0.618,1.1
A001,2025-10-29 09:07:00,38.61,0.72,0.183,0.974,1.245,1.42,1.126
A001,2025-10-29 09:08:00,38.76,0.804,0.191,1.025,1.651,1.232,0.776
A001,2025-10-29 09:09:00,38.73,0.544,0.287,0.843,2.185,0.757,1.32
A001,2025-10-29 09:10:00,38.66,0.398,0.18,0.892,1.475,0.626,1.209
A001,2025-10-29 09:11:00,38.68,0.897,0.25,0.925,2.172,1.139,0.931
A001,2025-10-29 09:12:00,38.71,0.268,0.26,0.757,1.926,1.243,0.913
A001,2025-10-29 09:13:00,38.62,0.633,0.309,0.974,1.629,0.635,1.325
A001,2025-10-29 09:14:00,38.73,0.615,0.245,1.038,1.678,0.695,1.213
A001,2025-10-29 09:15:00,38.75,0.784,0.337,1.006,1.666,1.449,1.019
A001,2025-10-29 09:16:00,38.73,0.673,0.25,0.91,1.653,1.682,1.163
A001,2025-10-29 09:17:00,38.6,0.701,0.367,0.936,1.936,1.074,0.516
A001,2025-10-29 09:18:00,38.84,0.352,0.202,0.768,1.793,1.479,0.737
A001,2025-10-29 09:19:00,38.83,0.314,0.205,0.972,2.205,1.787,0.819
A001,2025-10-29 09:20:00,38.73,0.414,0.392,0.973,2.039,1.392,1.0
A001,2025-10-29 09:21:00,38.74,0.858,-0.034,0.836,2.064,1.151,0.968
A001,2025-10-29 09:22:00,38.66,0.617,0.486,0.903,1.528,0.967,0.898
A001,2025-10-29 09:23:00,38.75,0.275,0.195,0.837,1.145,0.518,0.859
A001,2025-10-29 09:24:00,38.57,0.74,0.262,0.907,1.627,0.829,0.824
A001,2025-10-29 09:25:00,38.75,0.683,0.421,1.028,0.727,0.976,1.136
A001,2025-10-29 09:26:00,38.66,0.228,0.323,1.036,2.174,1.145,1.02
A001,2025-10-29 09:27:00,38.67,0.636,0.026,1.078,1.792,1.325,1.157
A001,2025-10-29 09:28:00,38.57,0.75,0.262,0.95,1.599,1.345,0.85
A001,2025-10-29 09:29:00,38.68,-0.009,0.49,0.918,1.326,1.099,0.977
A001,2025-10-29 09:30:00,38.73,0.508,0.038,0.966,1.539,1.536,1.254
A001,2025-10-29 09:31:00,38.66,0.322,0.463,0.852,1.702,1.397,0.675
A001,2025-10-29 09:32:00,38.69,0.545,0.325,1.002,1.362,1.044,0.473
A001,2025-10-29 09:33:00,38.69,0.883,0.308,0.788,1.152,1.942,0.983
A001,2025-10-29 09:34:00,38.62,0.173,0.155,0.991,1.119,1.264,1.75
A001,2025-10-29 09:35:00,38.74,0.666,0.121,1.154,1.623,1.469,0.488
A001,2025-10-29 09:36:00,38.78,0.488,0.373,1.041,1.378,0.996,1.009
A001,2025-10-29 09:37:00,38.61,0.365,0.299,0.963,1.79,1.695,1.091
A001,2025-10-29 09:38:00,38.61,0.899,0.207,0.97,1.164,1.15,0.672
A001,2025-10-29 09:39:00,38.74,0.351,0.211,1.089,1.635,1.673,1.896
A001,2025-10-29 09:40:00,38.69,0.623,0.149,0.892,1.39,0.949,0.445
A001,2025-10-29 09:41:00,38.9,0.445,0.244,0.985,1.894,0.923,1.004
A001,2025-10-29 09:42:00,38.6,0.018,0.113,0.752,1.564,1.043,0.773
A001,2025-10-29 09:43:00,38.68,0.612,0.283,0.905,1.244,1.559,1.719
A001,2025-10-29 09:44:00,38.75,0.505,0.274,0.91,1.939,1.579,1.129
A001,2025-10-29 09:45:00,38.71,0.537,0.444,0.886,1.101,1.322,0.807
A001,2025-10-29 09:46:00,38.74,0.283,0.245,0.925,1.332,1.51,1.366
A001,2025-10-29 09:47:00,38.8,0.716,0.354,1.065,2.105,2.036,1.196
A001,2025-10-29 09:48:00,38.85,0.644,0.211,0.861,1.403,1.039,0.54
A001,2025-10-29 09:49:00,38.63,0.433,0.232,1.078,1.988,1.093,1.472
A001,2025-10-29 09:50:00,38.75,0.938,0.306,0.896,0.942,1.528,1.663
A001,2025-10-29 09:51:00,38.78,0.838,0.176,0.799,1.427,1.439,0.614
A001,2025-10-29 09:52:00,38.72,1.112,0.369,1.066,2.073,1.537,1.396
A001,2025-10-29 09:53:00,38.91,0.776,0.244,0.965,1.764,1.449,1.065
A001,2025-10-29 09:54:00,38.7,0.992,0.048,1.03,0.962,1.072,0.652
A001,2025-10-29 09:55:00,38.71,0.368,0.546,1.056,0.847,1.143,0.598
A001,2025-10-29 09:56:00,38.75,0.506,0.654,0.962,1.922,1.433,0.564
A001,2025-10-29 09:57:00,38.65,0.868,0.252,1.044,1.378,0.921,1.015
A001,2025-10-29 09:58:00,38.67,0.792,0.334,1.062,0.944,1.342,1.227
A001,2025-10-29 09:59:00,38.64,0.668,0.053,0.957,1.528,1.29,0.702
A001,2025-10-29 10:00:00,38.78,0.594,0.235,0.934,1.882,1.492,0.716
A001,2025-10-29 10:01:00,38.56,0.718,0.473,0.941,1.338,0.898,0.891
A001,2025-10-29 10:02:00,38.82,0.344,0.14,0.985,1.973,1.504,1.146
A001,2025-10-29 10:03:00,38.82,0.455,0.196,0.793,1.523,1.58,0.836
A001,2025-10-29 10:04:00,38.68,0.895,0.403,0.872,2.02,1.661,1.54
A001,2025-10-29 10:05:00,38.74,0.848,0.43,0.936,1.193,1.173,0.925
A001,2025-10-29 10:06:00,38.62,0.428,0.318,0.937,2.096,1.578,0.947
A001,2025-10-29 10:07:00,38.8,0.898,0.255,0.939,1.6,1.492,0.783
A001,2025-10-29 10:08:00,38.64,0.872,0.247,0.833,1.764,0.688,0.82
A001,2025-10-29 10:09:00,38.63,0.141,0.069,0.973,1.333,0.784,1.028
A001,2025-10-29 10:10:00,38.73,0.696,0.319,1.055,1.54,0.595,0.759
A001,2025-10-29 10:11:00,38.63,0.409,0.154,0.863,1.923,1.04,1.227
A001,2025-10-29 10:12:00,38.82,0.716,0.259,0.976,1.048,1.765,1.302
A001,2025-10-29 10:13:00,38.6,0.92,0.214,0.978,2.078,1.497,1.561
A001,2025-10-29 10:14:00,38.74,0.58,0.225,1.039,2.096,1.292,1.187
A001,2025-10-29 10:15:00,38.73,0.879,0.29,1.099,2.563,1.474,1.284
A001,2025-10-29 10:16:00,38.56,0.911,0.151,0.905,1.958,0.763,0.499
A001,2025-10-29 10:17:00,38.63,0.578,0.365,0.912,1.376,1.566,1.045
A001,2025-10-29 10:18:00,38.63,1.021,0.124,0.885,2.469,0.974,0.714
A001,2025-10-29 10:19:00,38.74,0.996,0.313,0.917,1.875,1.226,0.989
A001,2025-10-29 10:20:00,38.73,0.773,0.121,0.893,1.487,1.226,0.919
A001,2025-10-29 10:21:00,38.58,0.668,0.221,0.822,1.963,1.691,0.379
A001,2025-10-29 10:22:00,38.75,0.639,0.175,0.975,2.14,1.1,1.098
A001,2025-10-29 10:23:00,38.71,0.417,0.301,0.959,1.945,1.502,0.914
A001,2025-10-29 10:24:00,38.75,0.31,0.056,0.936,1.676,1.707,0.155
A001,2025-10-29 10:25:00,38.73,0.714,0.241,1.028,1.576,1.091,0.699
A001,2025-10-29 10:26:00,38.65,0.382,0.333,0.936,1.778,0.523,0.978
A001,2025-10-29 10:27:00,38.69,0.532,0.486,0.908,1.627,1.147,1.212
A001,2025-10-29 10:28:00,38.69,0.354,0.22,1.002,1.225,1.135,1.335
